Symbol,CompanyName,DpmName
MPW,MEDICAL PPTYS TRUST INC COM,"Group One Trading, L.P."
MPWR,MONOLITHIC PWR SYS INC COM,"Susquehanna Securities, LLC"
MPX,MARINE PRODS CORP COM,Belvedere Trading LLC
MQT,BLACKROCK MUNIYIELD QUALITY FD COM,
MQY,BLACKROCK MUNIYILD QULT FD INC COM,
MRACU,MARQUEE RAINE ACQUISITION CORP UNIT EXP 120125,
MRAD,GUINNESS ATKINSON FDS SMARTETFS ADVER,
MRAM,EVERSPIN TECHNOLOGIES INC COM,
MRBK,MERIDIAN CORPORATION COM,
MRC,MRC GLOBAL INC COM,"Wolverine Trading, LLC"
MRCC,MONROE CAP CORP COM,"Wolverine Trading, LLC"
MRCCL,MONROE CAP CORP 5.75% NT 23,
MRCY,MERCURY SYS INC COM,"Wolverine Trading, LLC"
MREO,MEREO BIOPHARMA GROUP PLC ADS,
MRGR,PROSHARES TR MERGER ETF,
MRIN,MARIN SOFTWARE INC COM NEW,
MRK,MERCK & CO. INC COM,"Wolverine Trading, LLC"
MRKR,MARKER THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
MRLN,MARLIN BUSINESS SVCS CORP COM,
MRM,MEDIROM HEALTHCARE TECH INC SPONSORED ADS,
MRNA,MODERNA INC COM,"Group One Trading, L.P."
MRNS,MARINUS PHARMACEUTICALS INC COM NEW,"Susquehanna Securities, LLC"
MRO,MARATHON OIL CORP COM,"Susquehanna Securities, LLC"
MRSK,NORTHERN LIGHTS FD TR AGILITY SHS MNGD,
MRSN,MERSANA THERAPEUTICS INC COM,
MRTN,MARTEN TRANS LTD COM,"Susquehanna Securities, LLC"
MRTX,MIRATI THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
MRUS,MERUS N V COM,
MRVI,MARAVAI LIFESCIENCES HLDGS INC COM CL A,
MRVL,MARVELL TECHNOLOGY GROUP LTD ORD,Citigroup Derivatives Markets Inc.
MS,MORGAN STANLEY COM NEW,"Susquehanna Securities, LLC"
MS-A,MORGAN STANLEY PFD A 1/1000,
MS-E,MORGAN STANLEY DEP SHS 1/1000 E,
MS-F,MORGAN STANLEY DEP SHS 1/1000TH,
MS-I,MORGAN STANLEY DEP FIX/FLT,
MS-K,MORGAN STANLEY SH NONCM PFD K,
MS-L,MORGAN STANLEY 4.875 DP SH PF L,
MSA,MSA SAFETY INC COM,
MSB,MESABI TR CTF BEN INT,"Group One Trading, L.P."
MSBI,MIDLAND STS BANCORP INC ILL COM,
MSC,STUDIO CITY INTL HLDGS LTD SPON ADS,
MSCI,MSCI INC COM,"Susquehanna Securities, LLC"
MSD,MORGAN STANLEY EMER MKTS DEBT COM,
MSEX,MIDDLESEX WTR CO COM,
MSFT,MICROSOFT CORP COM,"Susquehanna Securities, LLC"
MSGE,MADISON SQUARE GRDN ENTERTNMNT CL A,"Susquehanna Securities, LLC"
MSGN,MSG NETWORK INC CL A,"Susquehanna Securities, LLC"
MSGS,MADISON SQUARE GRDN SPRT CORP CL A,"Susquehanna Securities, LLC"
MSI,MOTOROLA SOLUTIONS INC COM NEW,"Wolverine Trading, LLC"
MSM,MSC INDL DIRECT INC CL A,Citadel Securities LLC
MSN,EMERSON RADIO CORP COM NEW,
MSON,MISONIX INC COM,
MSOS,ADVISORSHARES TR PURE US CANNABIS,Belvedere Trading LLC
MSP,DATTO HLDG CORP COM,
MSTB,ETF SER SOLUTIONS LHA MKT ST TACTL,
MSTR,MICROSTRATEGY INC CL A NEW,"Susquehanna Securities, LLC"
MSVB,MID-SOUTHERN BANCORP INC COM,
MSVX,ETF SER SOLUTIONS LHA MKT ST ALP,
MT,ARCELORMITTAL SA LUXEMBOURG NY REGISTRY SH,GTS Securities LLC
MTA,METALLA RTY & STREAMING LTD COM NEW,
MTACU,MEDTECH ACQUISITION CORP UNIT EXP 121825,
MTB,M & T BK CORP COM,"Wolverine Trading, LLC"
MTBC,MTBC INC COM,
MTBCP,MTBC INC 11% CUM PFD CL A,
MTC,MMTEC INC SHS,
MTCH,MATCH GROUP INC NEW COM,"Susquehanna Securities, LLC"
MTCN,ARCELORMITTAL SA LUXEMBOURG 5.5 NT LKD 23,
MTCR,METACRINE INC COM,
MTD,METTLER TOLEDO INTERNATIONAL COM,
MTDR,MATADOR RES CO COM,Citadel Securities LLC
MTEM,MOLECULAR TEMPLATES INC COM,"Group One Trading, L.P."
MTEX,MANNATECH INC COM NEW,
MTG,MGIC INVT CORP WIS COM,GTS Securities LLC
MTGP,WISDOMTREE TR MORTGAGE PLUS BD,
MTH,MERITAGE HOMES CORP COM,"Susquehanna Securities, LLC"
MTL,MECHEL PAO SPONSORED ADR NE,"Susquehanna Securities, LLC"
MTL-,MECHEL PAO SPON ADR PFD,
MTLS,MATERIALISE NV SPONSORED ADS,"Wolverine Trading, LLC"
MTN,VAIL RESORTS INC COM,GTS Securities LLC
MTNB,MATINAS BIOPHARMA HLDGS INC COM,
MTOR,MERITOR INC COM,"Susquehanna Securities, LLC"
MTP,MIDATECH PHARMA PLC SPONSORED ADS,
MTR,MESA RTY TR UNIT BEN INT,
MTRN,MATERION CORP COM,Citadel Securities LLC
MTRX,MATRIX SVC CO COM,"Wolverine Trading, LLC"
MTSC,MTS SYS CORP COM,
MTSI,MACOM TECH SOLUTIONS HLDGS INC COM,"Wolverine Trading, LLC"
MTSL,MER TELEMANAGEMENT SOLUTIONS SHS,
MTT,WESTERN ASSET MUN DEF OPP TR COM,
MTUM,ISHARES TR MSCI USA MMENTM,"Wolverine Trading, LLC"
MTW,MANITOWOC CO INC COM NEW,"Group One Trading, L.P."
MTX,MINERALS TECHNOLOGIES INC COM,"Susquehanna Securities, LLC"
MTZ,MASTEC INC COM,"Wolverine Trading, LLC"
MU,MICRON TECHNOLOGY INC COM,"Susquehanna Securities, LLC"
MUA,BLACKROCK MUNIASSETS FD INC COM,
MUB,ISHARES TR NATIONAL MUN ETF,Citadel Securities LLC
MUC,BLACKROCK MUNIHLDNGS CALI QLTY COM,
MUDSU,MUDRICK CAPITAL ACQU CORP II UNIT EX,
MUE,BLACKROCK MUNIHOLDINGS QUALITY COM,
MUFG,MITSUBISHI UFJ FINL GROUP INC SPONSORED ADS,Citadel Securities LLC
MUH,BLACKROCK MUNIHOLDINGS FD II I COM,
MUI,BLACKROCK MUNI INTER DR FD INC COM,
MUJ,BLACKROCK MUNIHLDGS NJ QLTY FD COM,
MUNI,PIMCO ETF TR INTER MUN BD ACT,"Susquehanna Securities, LLC"
MUR,MURPHY OIL CORP COM,"Susquehanna Securities, LLC"
MUS,BLACKROCK MUNIHOLDINGS QUALITY COM,
MUSA,MURPHY USA INC COM,"Susquehanna Securities, LLC"
MUST,COLUMBIA ETF TR I MULTI SEC MUNI,
MUX,MCEWEN MNG INC COM,"Susquehanna Securities, LLC"
MVBF,MVB FINL CORP COM,
MVF,BLACKROCK MUNIVEST FD INC COM,
MVIS,MICROVISION INC DEL COM NEW,"Wolverine Trading, LLC"
MVO,MV OIL TR TR UNITS,"Group One Trading, L.P."
MVRL,UBS AG LONDON BRANCH ETRACS LKD 50,
MVT,BLACKROCK MUNIVEST FD II INC COM,
MVV,PROSHARES TR PSHS ULT MCAP400,
MWA,MUELLER WTR PRODS INC COM SER A,
MWK,MOHAWK GROUP HLDGS INC COM,
MX,MAGNACHIP SEMICONDUCTOR CORP N COM,"Wolverine Trading, LLC"
MXC,MEXCO ENERGY CORP COM,
MXDU,ETF SER SOLUTIONS NATIONWIDE MAX,
MXE,MEXICO EQUITY & INCOME FD COM,
MXEA,MSCI Emerging Markets Index,"Susquehanna Securities, LLC"
MXEF,MSCI Emerging Markets Index,"Susquehanna Securities, LLC"
MXF,MEXICO FD INC COM,
MXI,ISHARES TR GLOBAL MATER ETF,Belvedere Trading LLC
MXIM,MAXIM INTEGRATED PRODS INC COM,"Wolverine Trading, LLC"
MXL,MAXLINEAR INC COM,Citadel Securities LLC
MYC,BLACKROCK MUNIYIELD CALIF FD I COM,
MYD,BLACKROCK MUNIYIELD FD INC COM,
MYE,MYERS INDS INC COM,"Group One Trading, L.P."
MYF,BLACKROCK MUNIYIELD INVT FD COM,
MYFW,FIRST WESTN FINL INC COM,
MYGN,MYRIAD GENETICS INC COM,"Susquehanna Securities, LLC"
MYI,BLACKROCK MUNIYIELD QUALITY FD COM,
MYJ,BLACKROCK MUNIYIELD N J FD INC COM,
MYN,BLACKROCK MUNIYIELD N Y QUALIT COM,
MYO,MYOMO INC COM NEW,
MYOV,MYOVANT SCIENCES LTD COM,"Susquehanna Securities, LLC"
MYRG,MYR GROUP INC DEL COM,"Wolverine Trading, LLC"
MYSZ,MY SIZE INC COM NEW,
MYT,URBAN TEA INC ORD SHS NEW,
MYY,PROSHARES TR PSHS SH MDCAP400,Belvedere Trading LLC
MZA,BLACKROCK MUNIYIELD ARIZ FD IN COM,
MZZ,PROSHARES TR ULTSHT MIDCAP400,Citadel Securities LLC
NAC,NUVEEN CA QUALTY MUN INCOME FD COM,
NACP,IMPACT SHS FDS I TR NAACP MINO ETF,
NAD,NUVEEN QUALITY MUNCP INCOME FD COM,
NAII,NATURAL ALTERNATIVES INTL INC COM NEW,
NAIL,DIREXION SHS ETF TR DALY HOM B&S BUL,Belvedere Trading LLC
NAK,NORTHERN DYNASTY MINERALS LTD COM NEW,"Susquehanna Securities, LLC"
NAKD,NAKED BRAND GROUP LIMITED SHS NEW,
NAN,NUVEEN NEW YORK QLT MUN INC FD COM,
NANR,SPDR INDEX SHS FDS S&P NORTH AMER,Belvedere Trading LLC
NAOV,NANOVIBRONIX INC COM,
NAPR,INNOVATOR ETFS TR NASDAQ 100 POWER,
NARI,INARI MED INC COM,"Susquehanna Securities, LLC"
NAT,NORDIC AMERICAN TANKERS LIMITE COM,"Group One Trading, L.P."
NATH,NATHANS FAMOUS INC NEW COM,
NATI,NATIONAL INSTRS CORP COM,
NATR,NATURES SUNSHINE PRODS INC COM,
NAV,NAVISTAR INTL CORP NEW COM,"Susquehanna Securities, LLC"
NAV-D,NAVISTAR INTL CORP NEW PFD SR D CONV,
NAVB,NAVIDEA BIOPHARMACEUTICALS INC COM NEW,"Wolverine Trading, LLC"
NAVI,NAVIENT CORPORATION COM,Citigroup Derivatives Markets Inc.
NAZ,NUVEEN ARIZONA QLTY MUN INC FD COM,
NBA,NEW BEGINNINGS ACQUISITION COR COM,
NBA+,NEW BEGINNINGS ACQUISITION COR WT EXP 110126,
NBA=,NEW BEGINNINGS ACQUISITION COR UNIT EX 110126,
NBAC,NEWBORN ACQUISITION CORP SHS,
NBACR,NEWBORN ACQUISITION CORP RT,
NBACU,NEWBORN ACQUISITION CORP UNIT EX,
NBACW,NEWBORN ACQUISITION CORP WT EXP 020325,
NBB,NUVEEN TAXABLE MUNICPAL INM FD COM,
NBEV,NEWAGE INC COM,"Wolverine Trading, LLC"
NBH,NEUBERGER BERMAN MUN FD INC COM,
NBHC,NATIONAL BK HLDGS CORP CL A,"Susquehanna Securities, LLC"
NBIX,NEUROCRINE BIOSCIENCES INC COM,"Susquehanna Securities, LLC"
NBLX,NOBLE MIDSTREAM PARTNERS LP COM UNIT REPST,Citadel Securities LLC
NBN,NORTHEAST BK LEWISTON ME COM,
NBO,NEUBERGER BRMAN NY MUNI FD INC COM,
NBR,NABORS INDUSTRIES LTD SHS,"Wolverine Trading, LLC"
NBR-A,NABORS INDUSTRIES LTD 6% PFD CNV SR A,
NBRV,NABRIVA THERAPEUTICS PLC SHS NEW,"Group One Trading, L.P."
NBSE,NEUBASE THERAPEUTICS INC COM,
NBTB,NBT BANCORP INC COM,
NBTX,NANOBIOTIX SA SPONSORED ADS,
NBW,NEUBERGER BRMAN CLIFRN MUNI FD COM,
NBY,NOVABAY PHARMACEUTICALS INC COM NEW,
NC,NACCO INDS INC CL A,
NCA,NUVEEN CALIF MUN VALUE FD INC COM,
NCB,NUVEEN CALIF MUNICPAL VALUE F COM,
NCBS,NICOLET BANKSHARES INC COM,
NCLH,NORWEGIAN CRUISE LINE HLDG LTD SHS,"Wolverine Trading, LLC"
NCMI,NATIONAL CINEMEDIA INC COM,Citadel Securities LLC
NCNA,NUCANA PLC SPONSORED ADR,
NCNO,NCINO INC COM,Citadel Securities LLC
NCR,NCR CORP NEW COM,Citadel Securities LLC
NCSM,NCS MULTISTAGE HLDGS INC COM NEW,
NCTY,THE9 LTD SPON ADS NEW,Belvedere Trading LLC
NCV,ALLIANZGI CONV & INCOME FD COM,
NCV-A,ALLIANZGI CONV & INCOME FD 5.625% CUM PFD A,
NCZ,ALLIANZGI CONV & INCOME FD II COM,
NCZ-A,ALLIANZGI CONV & INCOME FD II 5.50% CUM PFD A,
NDAQ,NASDAQ INC COM,"Susquehanna Securities, LLC"
NDLS,NOODLES & CO COM CL A,"Susquehanna Securities, LLC"
NDMO,NUVEEN DYNAMIC MUN OPPORTUNITI COM SHS,
NDP,TORTOISE ENERGY INDEPENDENC FD COM,
NDRA,ENDRA LIFE SCIENCES INC COM,
NDRAW,ENDRA LIFE SCIENCES INC WT EX,
NDSN,NORDSON CORP COM,"Susquehanna Securities, LLC"
NDX,NASDAQ 100 Index,
NEA,NUVEEN AMT FREE QLTY MUN INCME COM,
NEAR,ISHARES U S ETF TR BLACKROCK ST MAT,
NEBCU,NEBULA CARAVEL ACQUISITION COR UNIT EXP 120923,
NEBLQ,NOBLE CORP PLC SHS USD,"Susquehanna Securities, LLC"
NEE,NEXTERA ENERGY INC COM,"Wolverine Trading, LLC"
NEE-K,NEXTERA ENERGY CAP HLDGS INC JR SUB DEB 76,
NEE-N,NEXTERA ENERGY CAP HLDGS INC FXD NT79,
NEE-O,NEXTERA ENERGY INC 4.872 CORP UNITS,
NEE-P,NEXTERA ENERGY INC CORPORATE UNITS,
NEE-Q,NEXTERA ENERGY INC CORPORATE UNIT,
NEM,NEWMONT CORP COM,"Susquehanna Securities, LLC"
NEN,NEW ENGLAND RLTY ASSOC LTD PAR DEPOSITRY RCPT,
NEO,NEOGENOMICS INC COM NEW,"Group One Trading, L.P."
NEOG,NEOGEN CORP COM,"Group One Trading, L.P."
NEON,NEONODE INC COM PAR,
NEOS,NEOS THERAPEUTICS INC COM,"Group One Trading, L.P."
NEP,NEXTERA ENERGY PARTNERS LP COM UNIT PART IN,"Group One Trading, L.P."
NEPH,NEPHROS INC COM,
NEPT,NEPTUNE WELLNESS SOLUTIONS INC COM,Citadel Securities LLC
NERD,LISTED FD TR ROUNDHILL BITK,"Two Sigma Securities, LLC"
NERV,MINERVA NEUROSCIENCES INC COM,"Susquehanna Securities, LLC"
NES,NUVERRA ENVIRONMENTAL SOLUTION COM PAR,
NESR,NATIONAL ENERGY SERVICES REUNI SHS,
NESRW,NATIONAL ENERGY SERVICES REUNI WT EXP 050522,
NET,CLOUDFLARE INC CL A COM,Citadel Securities LLC
NETE,NET ELEMENT INC COM,
NETL,ETF SER SOLUTIONS NETLEASE CORP,
NEU,NEWMARKET CORP COM,
NEV,NUVEEN ENHANCED MUN VALUE FD COM,
NEW,PUXIN LTD ADS,"Group One Trading, L.P."
NEWA,NEWATER TECHNOLOGY INC SHS,
NEWR,NEW RELIC INC COM,"Susquehanna Securities, LLC"
NEWT,NEWTEK BUSINESS SVCS CORP COM NEW,"Wolverine Trading, LLC"
NEWTI,NEWTEK BUSINESS SVCS CORP 6.25% NT 23,
NEWTL,NEWTEK BUSINESS SVCS CORP NT LKD 24,
NEX,NEXTIER OILFIELD SOLUTIONS COM,Citadel Securities LLC
NEXA,NEXA RES S A COM,
NEXT,NEXTDECADE CORP COM,
NFBK,NORTHFIELD BANCORP INC DEL COM,"Wolverine Trading, LLC"
NFE,NEW FORTRESS ENERGY INC COM CL A,"Susquehanna Securities, LLC"
NFG,NATIONAL FUEL GAS CO N J COM,"Group One Trading, L.P."
NFH,NEW FRONTIER HEALTH CORP ORD SHS,
NFH+,NEW FRONTIER HEALTH CORP WT EXP 113024,
NFJ,ALLIANZGI DIVIDEND INT & PRMIU COM,
NFLT,ETFIS SER TR I VIRTUS NEWFLEET,
NFLX,NETFLIX INC COM,"Susquehanna Securities, LLC"
NFRA,FLEXSHARES TR STOXX GLOBR INF,
NFTY,FIRST TR EXCH TRD ALPHDX FD II INDIA NFTY50 EQW,
NG,NOVAGOLD RES INC COM NEW,"Susquehanna Securities, LLC"
NGA,NORTHERN GENESIS ACQUISITION C COMMON STOCK,"Susquehanna Securities, LLC"
NGA+,NORTHERN GENESIS ACQUISITION C WT EXP 073127,
NGA=,NORTHERN GENESIS ACQUISITION C UNIT EX 073127,
NGAC,NEXTGEN ACQUISITION CORP CL A,
NGACU,NEXTGEN ACQUISITION CORP UNIT EXP 112620,
NGACW,NEXTGEN ACQUISITION CORP WT EXP 100625,
NGD,NEW GOLD INC CDA COM,GTS Securities LLC
NGE,GLOBAL X FDS GBL X MSCI NIGER,
NGG,NATIONAL GRID PLC SPONSORED ADR NE,"Susquehanna Securities, LLC"
NGHCN,NATIONAL GEN HLDGS CORP DEP SHS PFD C,
NGHCO,NATIONAL GEN HLDGS CORP DEP SHS PFD-B,
NGHCP,NATIONAL GEN HLDGS CORP PFD SER A %,
NGHCZ,NATIONAL GEN HLDGS CORP SUB NT,
NGL,NGL ENERGY PARTNERS LP COM UNIT REPST,"Wolverine Trading, LLC"
NGL-B,NGL ENERGY PARTNERS LP PFD UNIT CL B,
NGL-C,NGL ENERGY PARTNERS LP 9.625 PFD UNIT C,
NGM,NGM BIOPHARMACEUTICALS INC COM,
NGMS,NEOGAMES S A SHS,
NGS,NATURAL GAS SERVICES GROUP COM,"Wolverine Trading, LLC"
NGVC,NATURAL GROCERS BY VITAMIN COT COM,"Susquehanna Securities, LLC"
NGVT,INGEVITY CORP COM,
NH,NANTHEALTH INC COM,"Susquehanna Securities, LLC"
NHA,NUVEEN MUN 2021 TARGET TERM FD COM,
NHC,NATIONAL HEALTHCARE CORP COM,"Susquehanna Securities, LLC"
NHF,NEXPOINT STRATEGIC OPPORTES FD COM NEW,
NHI,NATIONAL HEALTH INVS INC COM,
NHIC,NEWHOLD INVESTMENT CORP COM CL A,
NHICU,NEWHOLD INVESTMENT CORP UNIT EXP 031025,
NHICW,NEWHOLD INVESTMENT CORP WT EXP 031025,
NHLD,NATIONAL HLDGS CORP COM NEW,
NHLDW,NATIONAL HLDGS CORP WT EXP 011822,
NHS,NEUBERGER BERMAN HIGH YIELD ST COM,
NHTC,NATURAL HEALTH TRENDS CORP COM,Belvedere Trading LLC
NI,NISOURCE INC COM,"Group One Trading, L.P."
NI-B,NISOURCE INC 6% DEP SHS PFD B,
NIB,BARCLAYS BANK PLC ETN DJUBSCOCO 38,"Susquehanna Securities, LLC"
NICE,NICE LTD SPONSORED ADR,GTS Securities LLC
NICK,NICHOLAS FINL INC BC COM NEW,
NID,NUVEEN INTER DURATION MUN TERM COM,
NIE,ALLIANZGI EQUITY & CONV INCOME COM,
NIFE,DIREXION SHS ETF TR FALLEN KNIVES,
NIM,NUVEEN SELECT MAT MUN FD SH BEN INT,
NINE,NINE ENERGY SERVICE INC COM,
NIO,NIO INC SPON ADS,Citadel Securities LLC
NIQ,NUVEEN INT DUR QUAL MUN TRM FD COM,
NISN,NISUN INTL ENT DVPMT GP CO LTD COM CL A,
NIU,NIU TECHNOLOGIES ADS,"Group One Trading, L.P."
NJAN,INNOVATOR ETFS TR NASDAQ 100 PWR,
NJR,NEW JERSEY RES CORP COM,
NJUL,INNOVATOR ETFS TR NASDAQ 100 PWER,
NJV,NUVEEN NEW JERSEY MUN VALUE FD SHS,
NK,NANTKWEST INC COM,Morgan Stanley & Co. LLC
NKE,NIKE INC CL B,Citigroup Derivatives Markets Inc.
NKG,NUVEEN GEORGIA QLTY MUN INC FD COM,
NKLA,NIKOLA CORP COM,"Wolverine Trading, LLC"
NKSH,NATIONAL BANKSHARES INC VA COM,
NKTR,NEKTAR THERAPEUTICS COM,GTS Securities LLC
NKTX,NKARTA INC COM,
NKX,NUVEEN CALIFORNIA AMT QLT MUN COM,
NL,NL INDS INC COM NEW,
NLOK,NORTONLIFELOCK INC COM,"Susquehanna Securities, LLC"
NLR,VANECK VECTORS ETF TR URANIUM NUCLEAR,
NLS,NAUTILUS INC COM,"Wolverine Trading, LLC"
NLSN,NIELSEN HLDGS PLC SHS EUR,"Susquehanna Securities, LLC"
NLST,NETLIST INC COM,
NLTX,NEOLEUKIN THERAPEUTICS INC COM,"Group One Trading, L.P."
NLY,ANNALY CAPITAL MANAGEMENT INC COM,Citadel Securities LLC
NLY-F,ANNALY CAPITAL MANAGEMENT INC 6.95% PFD SER F,
NLY-G,ANNALY CAPITAL MANAGEMENT INC PFD SER G,
NLY-I,ANNALY CAPITAL MANAGEMENT INC 6.75% PFD SER I,
NM,NAVIOS MARITIME HOLDINGS INC COM,"Wolverine Trading, LLC"
NM-G,NAVIOS MARITIME HOLDINGS INC SPN ADS RP PFD G,
NM-H,NAVIOS MARITIME HOLDINGS INC SPON ADR PFD H,
NMCI,NAVIOS MARITIME CONTAINERS L P COM UNIT RP LP,
NMCO,NUVEEN MUN CR OPPORTUNITIES FD COM,
NMFC,NEW MTN FIN CORP COM,
NMFCL,NEW MTN FIN CORP 5.75% NT SR 23,
NMI,NUVEEN MUN INCOME FD INC COM,
NMIH,NMI HLDGS INC CL A,"Susquehanna Securities, LLC"
NMK-B,NIAGARA MOHAWK PWR CORP PFD 3.60%,
NMK-C,NIAGARA MOHAWK PWR CORP PFD 3.90%,
NML,NEUBERGER BERMAN MLP & ENERGY COM,
NMM,NAVIOS MARITIME PARTNERS L P COM UNIT LPI,"Group One Trading, L.P."
NMMC,NORTH MOUNTAIN MERGER CORP COM CL A,
NMMCU,NORTH MOUNTAIN MERGER CORP UNIT EXP 091625,
NMMCW,NORTH MOUNTAIN MERGER CORP WT EXP 091625,
NMR,NOMURA HLDGS INC SPONSORED ADR,"Wolverine Trading, LLC"
NMRD,NEMAURA MED INC COM NEW,
NMRK,NEWMARK GROUP INC CL A,"Susquehanna Securities, LLC"
NMS,NUVEEN MINN QUALITY MUN INM FD SHS,
NMT,NUVEEN MASSACHUSETS QLT MUN FD COM,
NMTR,9 METERS BIOPHARMA INC COM,
NMY,NUVEEN MARYLAND QLT MUN INC FD COM,
NMZ,NUVEEN MUN HIGH INCOME OPPORTU COM,
NNA,NAVIOS MARITIME ACQUIS CORP SHS,
NNBR,NN INC COM,Belvedere Trading LLC
NNDM,NANO DIMENSION LTD SPONSORD ADS NEW,Citadel Securities LLC
NNI,NELNET INC CL A,"Wolverine Trading, LLC"
NNN,NATIONAL RETAIL PROPERTIES INC COM,GTS Securities LLC
NNN-F,NATIONAL RETAIL PROPERTIES INC DEP SHS PFD F,
NNOX,NANO X IMAGING LTD ORD SHS,"Group One Trading, L.P."
NNVC,NANOVIRICIDES INC COM,"Group One Trading, L.P."
NNY,NUVEEN N Y MUN VALUE FD INC COM,
NOA,NORTH AMERN CONSTR GROUP LTD COM,"Wolverine Trading, LLC"
NOACU,NATURAL ORDER ACQUISITION CORP UNIT EX,
NOAH,NOAH HLDGS LTD SPON ADS CL A,"Susquehanna Securities, LLC"
NOBL,PROSHARES TR S&P 500 DV ARIST,"Susquehanna Securities, LLC"
NOC,NORTHROP GRUMMAN CORP COM,Citadel Securities LLC
NOCT,INNOVATOR ETFS TR NASDAQ 100 PWR,
NODK,NI HLDGS INC COM,
NOG,NORTHERN OIL AND GAS INC MN COM,"Group One Trading, L.P."
NOK,NOKIA CORP SPONSORED ADR,"Susquehanna Securities, LLC"
NOM,NUVEEN MISSOURI QLT MUN INC FD COM,
NOMD,NOMAD FOODS LTD USD ORD SHS,"Susquehanna Securities, LLC"
NORW,GLOBAL X FDS GLBX MSCI NORW,
NOV,NOV INC COM,Citadel Securities LLC
NOVA,SUNNOVA ENERGY INTL INC. COM,"Susquehanna Securities, LLC"
NOVN,NOVAN INC COM,
NOVS,NOVUS CAP CORP COM,
NOVSU,NOVUS CAP CORP UNIT EXP 063027,
NOVSW,NOVUS CAP CORP WT EXP 063027,
NOVT,NOVANTA INC COM,Citadel Securities LLC
NOW,SERVICENOW INC COM,"Susquehanna Securities, LLC"
NP,NEENAH INC COM,
NPA,NEW PROVIDENCE ACQUISITION COM CL A,
NPAUU,NEW PROVIDENCE ACQUISITION UNIT EX 090124,
NPAWW,NEW PROVIDENCE ACQUISITION WT EXP 091126,
NPK,NATIONAL PRESTO INDS INC COM,
NPN,NUVEEN PA MUN VALUE FD COM,
NPO,ENPRO INDS INC COM,Morgan Stanley & Co. LLC
NPTN,NEOPHOTONICS CORP COM,"Group One Trading, L.P."
NPV,NUVEEN VIRGINIA QLTY MUNCPL FD COM,
NQP,NUVEEN PENNSYLVANIA QLT MUN FD COM,
NR,NEWPARK RES INC COM PAR $.01NEW,Belvedere Trading LLC
NRBO,NEUROBO PHARMACEUTICALS INC COM,
NRC,NATIONAL RESH CORP COM NEW,
NREF,NEXPOINT REAL ESTATE FIN INC COM,
NREF-A,NEXPOINT REAL ESTATE FIN INC 8.50% RED PFD A,
NRG,NRG ENERGY INC COM NEW,GTS Securities LLC
NRGD,BANK OF MONTREAL BIG OIL INDX 3X,
NRGU,BANK OF MONTREAL BIG OIL 3X LEV,
NRGX,PIMCO ENRGY TACTICAL CR OPP FD COM SHS BEN INT,
NRIM,NORTHRIM BANCORP INC COM,
NRIX,NURIX THERAPEUTICS INC COM,
NRK,NUVEEN NEW YORK AMT QLT MUNICP COM,
NRO,NEUBERGER BERMAN REAL ESTATE S COM,
NRP,NATURAL RESOURCE PARTNERS L P COM UNIT LTD PAR,Citadel Securities LLC
NRT,NORTH EUROPEAN OIL RTY TR SH BEN INT,
NRTSF,NOBILIS HEALTH CORP COM,
NRUC,NATIONAL RURAL UTILS COOP FIN 5.5% SUB NT 64,
NRZ,NEW RESIDENTIAL INVT CORP COM NEW,Morgan Stanley & Co. LLC
NRZ-A,NEW RESIDENTIAL INVT CORP 7.50% PFD SER A,
NRZ-B,NEW RESIDENTIAL INVT CORP 7.125 SR B PFD,
NRZ-C,NEW RESIDENTIAL INVT CORP 6.375 PFD SER C,
NS,NUSTAR ENERGY LP UNIT COM,"Wolverine Trading, LLC"
NS-A,NUSTAR ENERGY LP PFD UNIT SER A,
NS-B,NUSTAR ENERGY LP RED PFD SER B,
NS-C,NUSTAR ENERGY LP 9.00% CUM PFD C,
NSA,NATIONAL STORAGE AFFILIATES TR COM SHS BEN IN,Citadel Securities LLC
NSA-A,NATIONAL STORAGE AFFILIATES TR 6% PFD BEN INT A,
NSC,NORFOLK SOUTHN CORP COM,Citigroup Derivatives Markets Inc.
NSCO,NESCO HLDGS INC COM,
NSCO+,NESCO HLDGS INC WT EXP 010125,
NSEC,NATIONAL SEC GROUP INC COM,
NSH,NAVSIGHT HLDGS INC CL A,
NSH+,NAVSIGHT HLDGS INC WT EXP 010130,
NSH=,NAVSIGHT HLDGS INC UNITS,
NSIT,INSIGHT ENTERPRISES INC COM,"Susquehanna Securities, LLC"
NSL,NUVEEN SR INCOME FD COM,
NSP,INSPERITY INC COM,GTS Securities LLC
NSPR,INSPIREMD INC COM,
NSPR+,INSPIREMD INC WT EXP 070721,
NSPR+B,INSPIREMD INC WT B EXP 031422,
NSS,NUSTAR LOGISTICS L P SB NT FX/FL 43,
NSSC,NAPCO SEC TECHNOLOGIES INC COM,"Group One Trading, L.P."
NSTG,NANOSTRING TECHNOLOGIES INC COM,"Susquehanna Securities, LLC"
NSYS,NORTECH SYS INC COM,
NTAP,NETAPP INC COM,GTS Securities LLC
NTB,BANK OF NT BUTTERFIELD&SON LTD SHS NEW,
NTCO,NATURA &CO HLDG S A ADS,
NTCT,NETSCOUT SYS INC COM,GTS Securities LLC
